success:1035494|26;
success:4005841|1;
success:4008805|1;
success:4007512|1;
success:4006935|1;
success:4004363|1;
success:4008195|1;
success:4002036|1;
success:4003769|1;
success:4000467|1;
success:4007152|1;
success:4003029|1;
success:4007028|1;
success:4001136|1;
success:4010180|1;
success:4007099|1;
success:4000703|1;
success:4003369|1;
success:4009112|1;
success:4003329|1;
success:4002770|1;
success:4002638|1;
success:4001516|1;
success:4004548|1;
success:4002879|1;
success:4009767|1;
success:4000550|1;
success:4010851|1;
success:4002637|1;
success:4003558|1;
success:4003053|1;
success:4002738|1;
success:4001697|1;
success:4004563|1;
success:4002506|1;
success:4001396|1;
success:4003229|1;
success:4011923|1;
success:4007622|1;
success:4001119|1;
success:4009845|1;
success:4011399|1;
success:4010253|1;
success:4002451|1;
success:4000516|1;
success:4012045|1;
success:4008866|1;
success:4005049|1;
success:4007278|1;
success:4010794|1;
success:4003030|1;
success:4000239|1;
success:4001255|1;
success:4004584|1;
success:4010854|1;
success:4000397|1;
success:4000862|1;
success:4002402|1;
success:4011511|1;
success:4000743|1;
success:4012328|1;
success:4003849|1;
success:4005716|1;
success:4003412|1;
success:4008446|1;
success:4001607|1;
success:4002393|1;
success:4002141|1;
success:4000893|1;
success:4003523|1;
success:4000958|1;
success:4005729|1;
success:4004294|1;
success:4000081|1;
success:4001995|1;
success:4009714|1;
success:4006695|1;
success:4003598|1;
success:4006310|1;
success:4000145|1;
success:4000136|1;
success:4008495|1;
success:4000919|1;
success:4012118|1;
success:4005923|1;
success:4000677|1;
success:4007607|1;
success:4005160|1;
success:4011006|1;
success:4008001|1;
success:4004508|1;
success:4009004|1;
success:4005280|1;
success:4001058|1;
success:4009460|1;
success:4005465|1;
success:4009965|1;
success:4009692|1;
success:4004367|1;
success:4011693|1;
success:4009891|1;
success:4003685|1;
success:4004923|1;
success:4004355|1;
success:4004224|1;
success:4003242|1;
success:4004765|1;
success:4011873|1;
success:4000602|1;
success:4005203|1;
success:4009076|1;
success:4008561|1;
success:4008904|1;
success:4005666|1;
success:4000691|1;
success:5009482|8;
success:5003971|7;
success:5000302|7;
success:5011160|5;
success:5001061|5;
success:5009923|5;
success:5006217|4;
success:5000324|4;
success:5003981|4;
success:5003836|4;
success:5006618|4;
success:5001199|3;
success:5005311|3;
success:5012594|3;
success:5006900|3;
success:5011315|3;
success:5010176|3;
success:5000679|3;
success:5007523|3;
success:5007190|3;
success:5001736|3;
success:5000168|2;
success:5011340|2;
success:5001547|2;
success:5010163|2;
success:5002574|2;
success:5005146|2;
success:5001172|2;
success:5005978|2;
success:5004443|2;
success:5002420|2;
success:5002756|2;
success:5009974|2;
success:5002666|2;
success:5005768|2;
success:5012428|2;
success:5004919|2;
success:5005503|2;
success:5000643|2;
success:5012892|2;
success:5010188|2;
success:5002597|2;
success:5008014|2;
success:5009719|2;
success:5009811|2;
success:5000702|2;
success:5004874|2;
success:5010057|2;
success:5004843|2;
success:5008001|2;
success:5012848|2;
success:5003311|2;
success:5005958|2;
success:5000655|2;
success:5000444|2;
success:5000199|2;
success:5002808|2;
success:5005002|2;
success:5001214|2;
success:5003952|2;
success:5009049|2;
success:5001658|2;
success:5005981|2;
success:5004872|2;
success:5005726|2;
success:5005866|2;
success:5004648|2;
success:5002035|2;
success:5011098|2;
success:5007080|2;
success:5011010|2;
success:5006996|2;
success:5011166|1;
success:5010991|1;
success:5010526|1;
success:5003757|1;
success:5003385|1;
success:5001281|1;
success:5006587|1;
success:5005001|1;
success:5002423|1;
success:5002841|1;
success:5003021|1;
success:5005173|1;
success:5008786|1;
success:5003905|1;
success:5003444|1;
success:5005522|1;
success:5001404|1;
success:5004275|1;
success:5003348|1;
success:5000697|1;
success:5002825|1;
success:5004369|1;
success:5003852|1;
success:5006844|1;
success:5001115|1;
success:5010568|1;
success:5005027|1;
success:5001275|1;
success:5003308|1;
success:5002369|1;
success:5009860|1;
success:5006687|1;
success:5006287|1;
success:5007047|1;
success:5001973|1;
success:5004438|1;
success:5008034|1;
success:5002867|1;
success:5003703|1;
success:5000351|1;
success:5009398|1;
success:5006578|1;
success:5001489|1;
success:5004838|1;
success:5002914|1;
success:5005906|1;
success:5009184|1;
success:5004725|1;
success:5010497|1;
success:5001119|1;
success:5001808|1;
success:5010338|1;
success:5000954|1;
success:5011020|1;
success:5002308|1;
success:5001205|1;
success:5007602|1;
success:5003778|1;
success:5011561|1;
success:5000617|1;
success:5000038|1;
success:5007704|1;
success:5012405|1;
success:5008041|1;
success:5000348|1;
success:5001098|1;
success:5001528|1;
success:5003718|1;
success:5008664|1;
success:5006517|1;
success:5003029|1;
success:5005393|1;
success:5010084|1;
success:5001702|1;
success:5000587|1;
success:5001103|1;
success:5007890|1;
success:5008862|1;
success:5011296|1;
success:5003543|1;
success:5006978|1;
success:5002220|1;
success:5001976|1;
success:5005379|1;
success:5003043|1;
success:5002559|1;
success:5010399|1;
success:5000375|1;
success:5000280|1;
success:5005632|1;
success:5004770|1;
success:5011372|1;
success:5010720|1;
success:5004604|1;
success:5004928|1;
success:5006360|1;
success:5010704|1;
success:5006196|1;
success:5008300|1;
success:5007908|1;
success:5000981|1;
success:5011885|1;
success:5009758|1;
success:5011370|1;
success:5009689|1;
success:5012875|1;
success:5010825|1;
success:5008036|1;
success:5011245|1;
success:5009669|1;
success:5010473|1;
success:5003361|1;
success:5009664|1;
success:5004405|1;
success:5004297|1;
success:5005648|1;
success:5010545|1;
success:5006541|1;
success:5008078|1;
success:5002287|1;
success:5001278|1;
success:5006187|1;
success:5003786|1;
success:5002800|1;
success:5004058|1;
success:5006079|1;
success:5009872|1;
success:5009795|1;
success:5005413|1;
success:5010182|1;
success:5000448|1;
success:5011024|1;
success:5000319|1;
success:5010649|1;
success:5010087|1;
success:5005796|1;
success:5006902|1;
success:5001869|1;
success:5005219|1;
success:5004451|1;
success:5004887|1;
success:5003888|1;
success:5006699|1;
success:5004728|1;
success:5011191|1;
success:5008984|1;
success:5011925|1;
success:5011471|1;
success:5011156|1;
success:5012850|1;
success:5003464|1;
success:5009362|1;
success:5001690|1;
success:5000502|1;
success:5009260|1;
success:5009673|1;
success:5003569|1;
success:5007923|1;
success:5008339|1;
success:5003375|1;
success:5012917|1;
success:5006595|1;
success:5010234|1;
success:5006540|1;
success:5006834|1;
success:5010762|1;
success:5012579|1;
success:5010096|1;
success:5005521|1;
success:5006550|1;
success:5007008|1;
success:5004322|1;
success:5000263|1;
success:5003014|1;
success:5012063|1;
success:5011421|1;
success:5007347|1;
success:5000624|1;
success:5007090|1;
success:5006338|1;
success:5005338|1;
success:5003655|1;
success:5006940|1;
success:5009672|1;
success:5003807|1;
success:5012235|1;
success:5009185|1;
success:5004689|1;
success:5009556|1;
success:5004799|1;
success:5009943|1;
success:5006252|1;
success:5006646|1;
success:6000914|7;
success:6004073|4;
success:6010575|3;
success:6007246|3;
success:6005596|3;
success:6007684|3;
success:6010467|3;
success:6001109|3;
success:6008914|3;
success:6004654|2;
success:6001817|2;
success:6004856|2;
success:6009132|2;
success:6000420|2;
success:6000467|2;
success:6003077|2;
success:6001114|2;
success:6009441|2;
success:6004070|2;
success:6002897|2;
success:6004465|2;
success:6006887|2;
success:6008807|2;
success:6011181|2;
success:6012119|2;
success:6002759|2;
success:6010959|2;
success:6010498|2;
success:6003251|2;
success:6000250|2;
success:6003343|2;
success:6011339|2;
success:6013648|2;
success:6000212|2;
success:6006245|2;
success:6003063|2;
success:6003729|2;
success:6003573|2;
success:6006748|2;
success:6000838|2;
success:6004737|2;
success:6000434|2;
success:6011991|1;
success:6014170|1;
success:6007951|1;
success:6000495|1;
success:6004153|1;
success:6010230|1;
success:6003637|1;
success:6009123|1;
success:6008972|1;
success:6004387|1;
success:6008881|1;
success:6000147|1;
success:6011728|1;
success:6002549|1;
success:6002348|1;
success:6002279|1;
success:6005678|1;
success:6005085|1;
success:6010008|1;
success:6011421|1;
success:6000166|1;
success:6011471|1;
success:6010728|1;
success:6010384|1;
success:6002567|1;
success:6011398|1;
success:6009738|1;
success:6003396|1;
success:6012116|1;
success:6003072|1;
success:6007199|1;
success:6005554|1;
success:6010645|1;
success:6005388|1;
success:6003413|1;
success:6010653|1;
success:6008228|1;
success:6000442|1;
success:6009275|1;
success:6007399|1;
success:6003858|1;
success:6013862|1;
success:6011321|1;
success:6010135|1;
success:6007541|1;
success:6006646|1;
success:6000858|1;
success:6011538|1;
success:6004444|1;
success:6003960|1;
success:6002024|1;
success:6002014|1;
success:6009785|1;
success:6004082|1;
success:6006153|1;
success:6005703|1;
success:6008716|1;
success:6003642|1;
success:6001039|1;
success:6010075|1;
success:6007577|1;
success:6011200|1;
success:6000743|1;
success:6009149|1;
success:6006443|1;
success:6008074|1;
success:6005904|1;
success:6006991|1;
success:6004967|1;
success:6008084|1;
success:6012160|1;
success:6012433|1;
success:6003394|1;
success:6000781|1;
success:6004687|1;
success:6008847|1;
success:6004533|1;
success:6001758|1;
success:6005763|1;
success:6010957|1;
success:6006694|1;
success:6000578|1;
success:6000389|1;
success:6013940|1;
success:6009145|1;
success:6000648|1;
success:6005897|1;
success:6008059|1;
success:6006706|1;
success:6010901|1;
success:6004860|1;
success:6013225|1;
success:6013256|1;
success:6002830|1;
success:6011031|1;
success:6005120|1;
success:6001526|1;
success:6009151|1;
success:6003604|1;
success:6005243|1;
success:6008081|1;
success:6007509|1;
success:6013747|1;
success:6008747|1;
success:6006084|1;
success:6009167|1;
success:6007235|1;
success:6000318|1;
success:6001206|1;
success:6009203|1;
success:6011593|1;
success:6009608|1;
success:6004221|1;
success:6002079|1;
success:6012438|1;
success:6013729|1;
success:6009695|1;
success:6002793|1;
success:6001213|1;
success:6000976|1;
success:6006776|1;
success:6003328|1;
success:6010257|1;
success:6007568|1;
success:6010283|1;
success:6013998|1;
success:6001299|1;
success:6004894|1;
success:6003269|1;
success:6010561|1;
success:6009354|1;
success:6007324|1;
success:6003580|1;
success:6012808|1;
success:6001406|1;
success:6014308|1;
success:6002171|1;
success:6005651|1;
success:6006714|1;
success:6006292|1;
success:6010413|1;
success:6006346|1;
success:6014265|1;
success:6008324|1;
success:6000260|1;
success:6008633|1;
success:6000592|1;
success:6013636|1;
success:6014225|1;
success:6008709|1;
success:6003205|1;
success:6012797|1;
success:6010048|1;
success:6002585|1;
success:6008432|1;
success:7006029|9;
success:7009741|9;
success:7012028|7;
success:7010117|6;
success:7007271|5;
success:7004488|5;
success:7005282|5;
success:7013583|4;
success:7002145|4;
success:7001397|4;
success:7009516|4;
success:7008456|4;
success:7011966|4;
success:7001946|3;
success:7012806|3;
success:7000299|3;
success:7001309|3;
success:7002847|3;
success:7005059|3;
success:7011493|3;
success:7006891|3;
success:7002997|3;
success:7002405|3;
success:7001656|3;
success:7004566|3;
success:7006527|3;
success:7011339|2;
success:7004683|2;
success:7007578|2;
success:7008606|2;
success:7008442|2;
success:7004377|2;
success:7009032|2;
success:7008580|2;
success:7007497|2;
success:7011039|2;
success:7000498|2;
success:7011224|2;
success:7007638|2;
success:7007867|2;
success:7009394|2;
success:7008428|2;
success:7012671|2;
success:7005210|2;
success:7003610|2;
success:7000168|2;
success:7007695|2;
success:7005563|2;
success:7003934|2;
success:7011239|2;
success:7011569|2;
success:7001374|1;
success:7012298|1;
success:7012468|1;
success:7010792|1;
success:7006736|1;
success:7008449|1;
success:7011163|1;
success:7007989|1;
success:7004734|1;
success:7002277|1;
success:7002850|1;
success:7006349|1;
success:7011595|1;
success:7007181|1;
success:7004317|1;
success:7007503|1;
success:7004999|1;
success:7004362|1;
success:7009532|1;
success:7010180|1;
success:7009764|1;
success:7008254|1;
success:7010703|1;
success:7001283|1;
success:7012542|1;
success:7010665|1;
success:7013736|1;
success:7002934|1;
success:7007139|1;
success:7000347|1;
success:7011095|1;
success:7001668|1;
success:7013351|1;
success:7000490|1;
success:7007613|1;
success:7000619|1;
success:7011156|1;
success:7011326|1;
success:7001786|1;
success:7012387|1;
success:7001530|1;
success:7008244|1;
success:7003582|1;
success:7002987|1;
success:7008821|1;
success:7009648|1;
success:7000356|1;
success:7010551|1;
success:7003973|1;
success:7012137|1;
success:7000145|1;
success:7002562|1;
success:7011438|1;
success:7007615|1;
success:7001947|1;
success:7001131|1;
success:7009580|1;
success:7003426|1;
success:7005263|1;
success:7004789|1;
success:7005188|1;
success:7005771|1;
success:7001577|1;
success:7008472|1;
success:7008816|1;
success:7008555|1;
success:7004765|1;
success:7009569|1;
success:7012240|1;
success:7006808|1;
success:7009007|1;
success:7002269|1;
success:7008786|1;
success:7005341|1;
success:7013572|1;
success:7002298|1;
success:7006982|1;
success:7004559|1;
success:7011584|1;
success:7012716|1;
success:7009029|1;
success:7011089|1;
success:7000178|1;
success:7011392|1;
success:7006972|1;
success:7008435|1;
success:7011560|1;
success:7003214|1;
success:7002093|1;
success:7003993|1;
success:7012278|1;
success:7011193|1;
success:7010722|1;
success:7009286|1;
success:7007175|1;
success:7010687|1;
success:7010019|1;
success:7009487|1;
success:7012427|1;
success:7006152|1;
success:7005252|1;
success:7009484|1;
success:7013439|1;
success:7003328|1;
success:7010493|1;
success:7005373|1;
success:7009644|1;
success:7007998|1;
success:7010559|1;
success:7004841|1;
success:7002606|1;
success:7008913|1;
success:7013541|1;
success:7009838|1;
success:7007705|1;
success:7007515|1;
success:7004464|1;
success:7002623|1;
success:7011661|1;
success:7003989|1;
success:7002972|1;
success:7002727|1;
success:7007061|1;
success:7001161|1;
success:7013246|1;
success:7006805|1;
success:7004393|1;
success:7002225|1;
success:7012980|1;
success:7004772|1;
success:7000867|1;
success:7001647|1;
success:7006170|1;
success:7003364|1;
success:7010979|1;
success:7004152|1;
success:7006862|1;
success:7001280|1;
success:7013624|1;
success:7013277|1;
success:7010789|1;
success:7010759|1;
success:8013809|13;
success:8002455|7;
success:8009140|7;
success:8001974|7;
success:8005044|6;
success:8008083|5;
success:8010558|4;
success:8002582|4;
success:8007019|4;
success:8012403|4;
success:8008998|3;
success:8000360|3;
success:8010436|3;
success:8012551|3;
success:8000974|3;
success:8002733|3;
success:8002287|2;
success:8000331|2;
success:8004341|2;
success:8002962|2;
success:8000351|2;
success:8006705|2;
success:8010352|2;
success:8009622|2;
success:8006858|2;
success:8005026|2;
success:8003614|2;
success:8007193|2;
success:8014042|2;
success:8005541|2;
success:8010934|2;
success:8004567|2;
success:8005588|2;
success:8011308|2;
success:8008961|2;
success:8014014|2;
success:8013357|2;
success:8001788|2;
success:8001739|2;
success:8007393|2;
success:8000182|2;
success:8005851|2;
success:8001718|2;
success:8011329|2;
success:8004934|2;
success:8010405|2;
success:8002305|2;
success:8013740|2;
success:8004617|2;
success:8014131|2;
success:8013021|2;
success:8000343|2;
success:8012368|2;
success:8000754|2;
success:8007652|2;
success:8007910|1;
success:8000113|1;
success:8013621|1;
success:8000602|1;
success:8008265|1;
success:8000725|1;
success:8007099|1;
success:8000045|1;
success:8006653|1;
success:8013320|1;
success:8012853|1;
success:8004806|1;
success:8003181|1;
success:8008157|1;
success:8009220|1;
success:8012308|1;
success:8009650|1;
success:8013546|1;
success:8007590|1;
success:8007899|1;
success:8003073|1;
success:8007904|1;
success:8002096|1;
success:8003060|1;
success:8008459|1;
success:8004410|1;
success:8000706|1;
success:8006151|1;
success:8004299|1;
success:8012958|1;
success:8012857|1;
success:8000259|1;
success:8010336|1;
success:8005841|1;
success:8009723|1;
success:8012462|1;
success:8003050|1;
success:8013178|1;
success:8004460|1;
success:8008746|1;
success:8006934|1;
success:8003290|1;
success:8012439|1;
success:8000369|1;
success:8004446|1;
success:8004403|1;
success:8004163|1;
success:8005824|1;
success:8001798|1;
success:8001332|1;
success:8004092|1;
success:8012353|1;
success:8011255|1;
success:8005436|1;
success:8007284|1;
success:8010490|1;
success:8008419|1;
success:8003214|1;
success:8003326|1;
success:8006552|1;
success:8001827|1;
success:8000350|1;
success:8004221|1;
success:8010838|1;
success:8001414|1;
success:8012176|1;
success:8006490|1;
success:8014291|1;
success:8011602|1;
success:8013035|1;
success:8002314|1;
success:8008647|1;
success:8005722|1;
success:8007017|1;
success:8012549|1;
success:8012589|1;
success:8006971|1;
success:8009210|1;
success:8010500|1;
success:8007029|1;
success:8001562|1;
success:8009881|1;
success:8005449|1;
success:8000861|1;
success:8003160|1;
success:8001949|1;
success:8008520|1;
success:8010075|1;
success:8005292|1;
success:8002493|1;
success:8012945|1;
success:8006571|1;
success:8003714|1;
success:8008208|1;
success:8011097|1;
success:8004332|1;
success:8008197|1;
success:8001538|1;
success:8011035|1;
success:8004739|1;
success:8012896|1;
success:8009967|1;
success:8006286|1;
success:8008257|1;
success:8004846|1;
success:8011239|1;
success:8006903|1;
success:8009081|1;
success:8007880|1;
success:8004746|1;
success:8006046|1;
success:8011385|1;
success:8007488|1;
success:8000024|1;
success:8001273|1;
success:8011277|1;
success:8010144|1;
success:8006910|1;
success:8006553|1;
success:8004867|1;
success:8014193|1;
success:8000378|1;
success:8012134|1;
success:8007912|1;
success:8005144|1;
success:8012777|1;
success:8011076|1;
success:8001321|1;
success:8003431|1;
success:8000461|1;
success:8005869|1;
success:8003522|1;
success:8000453|1;
success:8012907|1;
success:8006894|1;
success:8009612|1;
success:8002782|1;
success:8012940|1;
success:8007536|1;
success:8011990|1;
success:8007319|1;
success:8010049|1;
success:8009666|1;
success:8006428|1;
success:8000774|1;
success:8002579|1;
success:8008417|1;
success:8002687|1;
success:8010741|1;
success:8000534|1;
success:8011681|1;
success:8001225|1;
success:8001942|1;
success:9008110|12;
success:9013408|11;
success:9007391|6;
success:9010854|5;
success:9008403|4;
success:9002765|3;
success:9008037|3;
success:9011496|3;
success:9002921|3;
success:9002435|3;
success:9010824|3;
success:9001411|3;
success:9005794|3;
success:9008379|3;
success:9003030|3;
success:9002577|3;
success:9010029|3;
success:9010219|2;
success:9007161|2;
success:9008191|2;
success:9009540|2;
success:9001068|2;
success:9007784|2;
success:9000436|2;
success:9002230|2;
success:9000221|2;
success:9010608|2;
success:9002118|2;
success:9010481|2;
success:9012684|2;
success:9000590|2;
success:9011971|2;
success:9005003|2;
success:9006019|2;
success:9012697|2;
success:9014224|2;
success:9007499|2;
success:9004666|2;
success:9004466|2;
success:9005972|2;
success:9001241|2;
success:9006974|2;
success:9010660|2;
success:9001553|2;
success:9003340|2;
success:9002264|2;
success:9001113|2;
success:9010245|2;
success:9008303|2;
success:9009518|2;
success:9002369|2;
success:9007201|2;
success:9012089|2;
success:9014543|2;
success:9008740|2;
success:9000678|2;
success:9005693|2;
success:9006234|2;
success:9004060|2;
success:9010155|2;
success:9011244|2;
success:9007968|2;
success:9010569|2;
success:9003413|2;
success:9010877|2;
success:9004669|1;
success:9007959|1;
success:9005597|1;
success:9014425|1;
success:9003935|1;
success:9005957|1;
success:9012844|1;
success:9004691|1;
success:9005031|1;
success:9002726|1;
success:9011479|1;
success:9010665|1;
success:9002041|1;
success:9009572|1;
success:9006969|1;
success:9011621|1;
success:9012093|1;
success:9011868|1;
success:9005599|1;
success:9001245|1;
success:9012875|1;
success:9010214|1;
success:9014476|1;
success:9005814|1;
success:9012284|1;
success:9001760|1;
success:9001258|1;
success:9001790|1;
success:9005951|1;
success:9000897|1;
success:9009695|1;
success:9001181|1;
success:9008285|1;
success:9003341|1;
success:9009994|1;
success:9000521|1;
success:9007636|1;
success:9000624|1;
success:9012973|1;
success:9006952|1;
success:9006992|1;
success:9006594|1;
success:9008405|1;
success:9008807|1;
success:9012197|1;
success:9014230|1;
success:9014616|1;
success:9001353|1;
success:9009446|1;
success:9000448|1;
success:9004256|1;
success:9012704|1;
success:9005658|1;
success:9010139|1;
success:9003004|1;
success:9013831|1;
success:9009981|1;
success:9001851|1;
success:9013333|1;
success:9005298|1;
success:9006375|1;
success:9003398|1;
success:9005649|1;
success:9012939|1;
success:9008142|1;
success:9013735|1;
success:9001572|1;
success:9008060|1;
success:9013877|1;
success:9007600|1;
success:9013961|1;
success:9005087|1;
success:9005293|1;
success:9002222|1;
success:9011052|1;
success:9009647|1;
success:9012936|1;
success:9013860|1;
success:9006666|1;
success:9005723|1;
success:9001785|1;
success:9003635|1;
success:9001512|1;
success:9012720|1;
success:9007108|1;
success:9005480|1;
success:9001410|1;
success:9007666|1;
success:9009275|1;
success:9004964|1;
success:9007791|1;
success:9013952|1;
success:9008655|1;
success:9007909|1;
success:9001238|1;
success:9002977|1;
success:9008798|1;
success:9002525|1;
success:9007928|1;
success:9007491|1;
success:9007100|1;
success:9008254|1;
success:9014564|1;
success:9004165|1;
success:9007421|1;
success:9006631|1;
success:9011336|1;
success:9014418|1;
success:9002342|1;
success:9003232|1;
success:9011734|1;
success:9011316|1;
success:9003979|1;
success:9002676|1;
success:9011365|1;
success:9014507|1;
success:9003035|1;
success:9001218|1;
success:9011104|1;
success:9014152|1;
success:9000392|1;
success:9005579|1;
success:9008335|1;
success:9006596|1;
success:9001590|1;
success:9004828|1;
success:9001280|1;
success:9000859|1;
success:9002917|1;
success:9003721|1;
success:9010082|1;
success:9011671|1;
success:9005109|1;
success:9010119|1;
success:9012604|1;
success:9012517|1;
success:9000616|1;
success:9009217|1;
success:9014737|1;
success:9002864|1;
success:9012735|1;
success:9012610|1;
success:9014671|1;
success:9010505|1;
success:9005705|1;
success:9000477|1;
success:9003152|1;
success:10010863|7;
success:10006516|6;
success:10011288|6;
success:10004019|6;
success:10008826|4;
success:10009107|3;
success:10010199|3;
success:10009576|3;
success:10008371|3;
success:10005117|3;
success:10003518|3;
success:10003560|3;
success:10005232|2;
success:10002896|2;
success:10007182|2;
success:10011768|2;
success:10010755|2;
success:10000034|2;
success:10009533|2;
success:10000075|2;
success:10009669|2;
success:10002697|2;
success:10006750|2;
success:10009684|2;
success:10010243|2;
success:10011831|2;
success:10012890|2;
success:10012104|2;
success:10002674|2;
success:10002250|2;
success:10008581|2;
success:10004672|2;
success:10011450|2;
success:10006229|2;
success:10009889|2;
success:10003715|2;
success:10009756|2;
success:10005300|2;
success:10013007|2;
success:10010185|2;
success:10010111|2;
success:10004663|2;
success:10003770|2;
success:10001227|2;
success:10004793|2;
success:10002290|2;
success:10006263|2;
success:10003780|1;
success:10012241|1;
success:10003008|1;
success:10001027|1;
success:10009175|1;
success:10011865|1;
success:10013490|1;
success:10006423|1;
success:10011136|1;
success:10002738|1;
success:10011557|1;
success:10010015|1;
success:10000263|1;
success:10001606|1;
success:10001522|1;
success:10001302|1;
success:10001289|1;
success:10013039|1;
success:10009792|1;
success:10002422|1;
success:10000253|1;
success:10006234|1;
success:10003305|1;
success:10011084|1;
success:10006293|1;
success:10008779|1;
success:10006764|1;
success:10005151|1;
success:10007206|1;
success:10008368|1;
success:10001390|1;
success:10003866|1;
success:10009632|1;
success:10004382|1;
success:10002199|1;
success:10001100|1;
success:10002986|1;
success:10012115|1;
success:10011108|1;
success:10005825|1;
success:10006662|1;
success:10000169|1;
success:10000029|1;
success:10012661|1;
success:10011696|1;
success:10002228|1;
success:10009359|1;
success:10001052|1;
success:10007798|1;
success:10003163|1;
success:10004173|1;
success:10010851|1;
success:10010045|1;
success:10003700|1;
success:10004452|1;
success:10002907|1;
success:10005413|1;
success:10000817|1;
success:10001306|1;
success:10001662|1;
success:10012797|1;
success:10005491|1;
success:10000643|1;
success:10010160|1;
success:10004580|1;
success:10006745|1;
success:10010322|1;
success:10001641|1;
success:10002334|1;
success:10000198|1;
success:10002377|1;
success:10010152|1;
success:10010910|1;
success:10002329|1;
success:10007073|1;
success:10000261|1;
success:10005901|1;
success:10007529|1;
success:10004131|1;
success:10006379|1;
success:10010734|1;
success:10011494|1;
success:10011103|1;
success:10004591|1;
success:10007155|1;
success:10005479|1;
success:10005026|1;
success:10000306|1;
success:10009726|1;
success:10000930|1;
success:10011387|1;
success:10011213|1;
success:10000623|1;
success:10002484|1;
success:10011454|1;
success:10013726|1;
success:10001026|1;
success:10006719|1;
success:10011446|1;
success:10004747|1;
success:10004899|1;
success:10002848|1;
success:10005306|1;
success:10013330|1;
success:10005757|1;
success:10001597|1;
success:10011804|1;
success:10011474|1;
success:10007756|1;
success:10009106|1;
success:10010372|1;
success:10007810|1;
success:10005903|1;
success:10009181|1;
success:10009510|1;
success:10004688|1;
success:10010962|1;
success:10005324|1;
success:10007711|1;
success:10008678|1;
success:10003959|1;
success:10002415|1;
success:10010071|1;
success:10009540|1;
success:10002246|1;
success:10007060|1;
success:10000589|1;
success:10012320|1;
success:10011552|1;
success:10011501|1;
success:11005763|12;
success:11000494|9;
success:11001971|8;
success:11008314|7;
success:11004308|6;
success:11005286|6;
success:11004319|5;
success:11006882|4;
success:11011263|4;
success:11002412|3;
success:11003838|3;
success:11003476|3;
success:11000428|3;
success:11002498|3;
success:11001924|3;
success:11012277|3;
success:11008932|3;
success:11004287|3;
success:11011884|3;
success:11001142|2;
success:11002669|2;
success:11002816|2;
success:11004582|2;
success:11001638|2;
success:11007387|2;
success:11011902|2;
success:11003553|2;
success:11013251|2;
success:11002879|2;
success:11009803|2;
success:11010458|2;
success:11014597|2;
success:11012991|2;
success:11013238|2;
success:11011967|2;
success:11005613|2;
success:11003942|2;
success:11002025|2;
success:11001756|2;
success:11005706|2;
success:11009515|2;
success:11003485|2;
success:11002440|2;
success:11007340|2;
success:11005749|2;
success:11001223|2;
success:11004924|2;
success:11013882|2;
success:11012488|2;
success:11006188|2;
success:11002391|1;
success:11002361|1;
success:11001215|1;
success:11001780|1;
success:11004753|1;
success:11000588|1;
success:11007508|1;
success:11001935|1;
success:11013706|1;
success:11003527|1;
success:11009054|1;
success:11013308|1;
success:11011628|1;
success:11005672|1;
success:11002614|1;
success:11002411|1;
success:11011339|1;
success:11003107|1;
success:11005701|1;
success:11001569|1;
success:11001914|1;
success:11012379|1;
success:11014379|1;
success:11005227|1;
success:11014060|1;
success:11000247|1;
success:11008173|1;
success:11013003|1;
success:11005461|1;
success:11011015|1;
success:11003550|1;
success:11009807|1;
success:11002437|1;
success:11012598|1;
success:11008789|1;
success:11001412|1;
success:11004321|1;
success:11009149|1;
success:11008841|1;
success:11013240|1;
success:11003526|1;
success:11002365|1;
success:11000119|1;
success:11001608|1;
success:11010304|1;
success:11007318|1;
success:11000710|1;
success:11012252|1;
success:11004638|1;
success:11006936|1;
success:11000616|1;
success:11004349|1;
success:11008599|1;
success:11007498|1;
success:11009092|1;
success:11013459|1;
success:11008328|1;
success:11012485|1;
success:11011713|1;
success:11013877|1;
success:11002713|1;
success:11000342|1;
success:11005082|1;
success:11010094|1;
success:11003711|1;
success:11007381|1;
success:11004462|1;
success:11007915|1;
success:11006413|1;
success:11013849|1;
success:11000097|1;
success:11014373|1;
success:11004037|1;
success:11006580|1;
success:11005759|1;
success:11003819|1;
success:11007992|1;
success:11006184|1;
success:11003865|1;
success:11009421|1;
success:11013931|1;
success:11015317|1;
success:11010629|1;
success:11000036|1;
success:11005948|1;
success:11003026|1;
success:11002727|1;
success:11010120|1;
success:11014896|1;
success:11003065|1;
success:11011799|1;
success:11006910|1;
success:11011418|1;
success:11011669|1;
success:11013886|1;
success:11013173|1;
success:11003712|1;
success:11008680|1;
success:11003767|1;
success:11007921|1;
success:11012552|1;
success:11010095|1;
success:11003717|1;
success:11000228|1;
success:11001568|1;
success:11004927|1;
success:11014645|1;
success:11012893|1;
success:11010158|1;
success:11010989|1;
success:11002686|1;
success:11004588|1;
success:11009874|1;
success:11004531|1;
success:11003274|1;
success:11005370|1;
success:11002906|1;
success:11000653|1;
success:11010909|1;
success:11013024|1;
success:11013910|1;
success:11001819|1;
success:11006613|1;
success:11011430|1;
success:11012915|1;
success:11008679|1;
success:12018211|15;
success:12018792|9;
success:12000381|9;
success:12001699|7;
success:12006781|6;
success:12001295|6;
success:12005529|4;
success:12003392|4;
success:12010264|4;
success:12004001|3;
success:12005930|3;
success:12000485|3;
